3.1988	0.18801	1.2552	2.1667	0.47776	0.44337	1.0105	2.5592	0.36632	2.3954	0.38731	0.41887	0.96244	0.77679	0.51447	0.26752	0.5023	0.5495	1.6663	1.7206	0.40982	0.28347	0.8771	0.75524	1.8629	2.1126	0.45905	1.0563	0.017596	0.17447	0.087455	0.8188	0.5693	0.67424	0.28505	2.8891	1.2812	0.037941	3.0422	0.4806	0.6457	0.48006	1.5294	0.40949	2.3788	0.34342	1.5381	0.18512	2.0705	1.2004	1.9695	1.7758	0.35767	0.75167	3.3036	1.239	0.14754	3.1717	0.40823	0.20317	0.095877	0.23049	0.47233	0.19537	0.4317	1.0808	0.32346	1.7526	1.4774	0.55714	1.2869	0.34215	1.7375	1.2133	0.033406	0.069391	0.16012	1.7292	0.21767	0.57894	0.59889	0.62567	0	2.577	1.2465	0.59937	0.98997	0.38676	0.64808	0.29301	0.11429	0.82855	0.62632	1.7813	2.7224	3.0628	1.185	0.48301	0.80338	0.027056	0.18595	1.1222	0.5523	0.69794	0.54385	1.4864	1.2846	0.37008	0.39446	0.13657	2.0765	0.63808	1.6944	0.53867	1.2536	1.1063	0.35407	0	0.48564	0.3499	0.054018	0	0.53462	0.46248	1.0713	0.17362	0.87527	0.24091	0.6941	0.52081	0.64167	1.3844	0	0	0	0	0	0.65483	0.57672	1.0794	0.59507	1.0162	1.8745	0.41551	0	1.0368	2.1963	0.18261	1.7316	0.8682	1.0864	1.053	1.6499	0.22891	0.63852	0.33975	2.3433	0.28122	1.769	1.0654	0.41367	2.6549	2.2166	0.68239	1.4642	3.0121	1.1068	0.94656	0.012048	1.503	0.19128	0.02109	0.69163	2.0595	0.16543	3.3957	1.5629	0.81373	1.2335	0.65531	0.94611	0.3082	1.2007	0.51889	2.1126	2.5092	0.50174	0.30732	0.80263	0.70237	1.3516	0.8865	0.62012	1.6386	1.012	1.7982	0.037312	1.1222	0.28899	0.36303
0.20384	0.47723	0.65315	0.469	0.27087	0.080003	1.3929	1.0147	0.16706	0.36297	0.54455	1.5089	1.2751	1.5585	1.179	0.51089	0.27273	0.38768	0.99795	0.040044	0.35581	3.0007	2.2701	0.12126	0.17196	0.69623	2.2835	1.2187	0.34968	2.2416	1.1566	1.7463	1.2213	0.36517	2.6848	0.38006	0.04968	0.96156	0.25722	0.052516	0.79858	0	0.5744	1.0142	1.6081	0.26053	0.95657	0.24048	2.5457	0.16191	0.61132	1.099	0.46921	1.9871	1.4224	1.7054	0.050188	0.50625	1.2614	0.056923	0.51894	0	2.761	1.664	1.2989	1.4624	0.19683	2.0485	1.0145	1.0519	0.89438	0.11967	1.2374	0	0.02272	1.093	0.94543	0.64848	1.212	1.7447	0	0.87943	0.29808	0.29982	1.3388	0.46111	0.60379	0.41649	2.1056	1.0707	0.2253	1.1988	0.86512	2.2805	0.73975	0.011788	0.56431	0.91496	0.92647	2.0918	0.61933	0.78623	0.66969	1.1399	0.69749	0.071326	2.5979	0.96709	1.4929	1.1114	0.097515	0.14475	0.44281	0.9872	1.3525	0.19982	0	0.33887	0.30591	1.659	0.50464	0.75522	0.55029	0.26343	0.74019	2.3172	1.9829	2.2687	0.070406	1.1779	0.90045	0.4515	0	0	0	0	0	0	0.29941	1.4224	0.015781	0.31362	1.0733	0.019931	2.9651	0.26983	0.4895	0	1.0363	0.49776	0.15903	0.54837	0.14756	0.24217	1.5871	0.46591	1.8869	0.28176	0.53741	0.88929	1.3005	0.11377	1.4239	0.72518	2.7041	0.57477	0.94	1.64	1.5877	1.2362	1.6231	0.16513	1.1143	1.5717	0.75426	0.38391	1.1535	1.8528	1.2593	0.54133	2.5517	0.76625	0.046026	0.82093	0.60036	0	0.47327	1.5408	0.387	1.4028	1.3883	2.5683	0.11448	1.3823	0.66202	0.50499	1.2532	1.3436	0.20529	0.66378
0.62933	1.7461	3.366	1.3712	0.19574	0.86385	1.6974	0.95846	0.387	3.154	1.795	1.4331	1.6462	0.075316	2.1477	0.59209	0.12768	1.3766	0.35356	0.23638	1.9543	2.8672	1.239	0.3887	1.4427	1.2638	1.9189	1.8856	1.903	1.3023	0.29263	0.15882	0.60487	0.5495	0.50717	0.15913	0.58897	0	0	0	1.491	1.4918	0.15719	0.44355	0.4827	0.36467	1.3646	0.99294	1.6097	1.4968	0.79387	1.1302	0.87835	3.4963	1.3248	0.17592	1.2521	0.30162	0.95483	2.112	1.0353	1.0718	1.9342	1.7198	3.175	0.37238	0.77443	1.4134	1.5027	0.70754	0.0025548	1.0888	0.20152	1.2785	2.7188	0.56116	0.44131	1.7511	0.57527	1.1929	0.98209	1.0349	3.1193	2.372	0.996	0.0043746	0.80191	2.4167	1.3361	1.0524	1.4451	0.34019	1.2011	0.0025491	1.2319	0.95154	0.26394	1.8103	1.1397	1.15	0.11498	0.12925	2.0669	0.96839	1.7886	0.069074	0.5034	0.9886	1.4404	0.79764	0.56541	0.31353	1.4875	1.7281	0.0091068	1.7036	0.11182	0.1958	0.046563	1.4519	0.60449	0.58844	1.5193	0.60755	0.46749	1.9759	1.2732	0.28728	0.61273	2.3043	2.288	1.1157	0	0	0	0	0	0	1.1188	1.7974	0.41445	0.85592	1.1213	0.63037	0.93907	0.41098	1.5702	0.393	1.3448	2.6004	1.4543	0.36141	1.5488	0.82492	0.965	1.4742	0.52389	1.2876	1.0507	2.1336	1.2305	0	0.63911	0.4919	0.093761	0.82231	0.59524	0.61015	0.28323	0.50792	1.0478	0.29094	0.60394	0.88478	0.397	1.7796	0.287	0.32462	0.092401	1.2509	0.19062	0.70177	1.0564	1.2057	1.7994	1.057	2.7599	3.5799	2.4184	0.86297	1.1194	0.89632	1.8246	0.17998	0.75876	0.97753	0.46565	1.7995	0.58218	1.7335
0.40684	0.066647	1.4317	0	2.6564	2.2189	0.10711	0.49396	1.9729	2.0507	1.0137	0.33702	3.9939	0.031114	2.2718	0.099234	1.5274	0.563	0.68828	0.35218	0.35563	1.3368	1.0868	0.50876	0.78623	0.74636	0.014233	0.36917	0.82464	0.92785	0.30671	1.3769	2.4697	0.46902	1.2623	1.0068	2.1106	1.5428	1.9151	0.39983	0.00035567	0.82541	0.81207	2.6036	0.090311	0.21344	1.0314	0.40273	1.8347	0.014964	0.03254	0.40549	0.14033	1.8664	0.39369	0.38131	0.51545	1.2536	0.68746	0.2963	0.13142	0.64293	0.25812	0.051331	1.3027	0	0.98096	1.0682	0.10127	1.2062	0.54276	0.12371	2.918	1.0278	0.46867	0.3459	1.8195	0.58854	1.0688	1.0379	0.7958	0.99041	1.13	1.676	0.24479	0.84106	0.53503	1.9591	1.8636	3.0156	1.1248	0.34075	0.57384	0.50245	3.7576	2.2934	1.1346	0.47886	0.76756	0.013546	0.29556	1.3354	0.34775	0.70698	0.60794	0.79098	0.71277	1.2435	0.046678	1.1308	1.18	1.0348	1.3297	1.6192	1.032	0.49631	0.13702	2.2796	3.3944	0.72268	1.3783	0.92418	1.0324	0.60339	1.2835	0.59454	0.15366	1.9981	2.3969	0.29005	0.33433	0.72684	0	0	0	0	0	0	0.29783	1.0635	0.18286	0.52798	0	0.60457	0.91554	0.68461	0.082391	1.0039	0.47051	0.044094	1.9942	0.16105	2.8009	1.849	0.49911	0.53535	0.41555	0.4666	0.42738	1.0795	0.8647	0	0	0.65006	2.1294	0.80354	0.63411	0.77478	0.3595	0.49253	0.24172	0.4662	0.026469	0.51513	1.5755	1.1297	0.54339	1.4802	0.22819	0.58256	0.52577	0.05089	1.3494	0.10659	2.9048	0.82444	0.71707	0.30891	0.15671	0.53203	0.37796	1.5897	1.1628	0.72843	0.2438	1.2411	2.7577	0.49621	1.3162	0.31792
0.31091	0.26391	1.1351	1.9461	0.01851	1.1355	0.62486	1.876	0.35134	0.028348	1.1168	0.81798	0.2397	2.2644	0.17852	0.20571	1.0479	0.21575	0.21371	1.7848	1.4828	0.10327	0.05571	0.5995	1.6805	1.9919	0.47576	2.0124	0.4241	0.5236	2.2811	1.282	2.2233	0.81726	0.58212	0.40303	0.43821	2.5743	0.35535	1.6836	0.62141	1.4342	1.1576	0.0097035	1.2591	0.42623	0.68666	2.5182	0.64906	0.26452	2.9662	1.9044	2.3922	0.49854	0.76893	1.4703	2.7266	2.0523	1.5382	1.669	1.4357	0.061056	1.557	0.86963	1.3484	1.2374	0.78626	0.89074	0.047702	0.18336	1.9066	1.9113	2.1865	1.7517	0.53845	0.10306	0.31363	1.0266	0.54861	0.63434	0.19708	0.58697	0.51014	1.5656	0.40403	1.0693	1.1955	0.13573	1.2366	0.52914	0.2816	0.21401	0.76376	0	0.58287	1.5648	1.9059	1.6124	0.62881	0.41631	0.6242	0.24012	0.26262	0.087076	2.0422	0.36244	0.97325	0	0.97881	0.30533	2.2907	1.0633	0.18097	1.4341	1.0448	0.14187	0.09859	0.39292	0.70511	1.3699	0.46411	0.30581	1.0099	0	0.27359	0.032488	0.78712	1.612	0.59289	0.4278	2.5333	1.0797	0	0	0	0	0	0	2.7204	0.21614	0.89207	2.8739	0.15568	1.6492	0.25556	1.2397	1.3548	0.7616	0.86884	0.28286	1.5358	1.0808	0.045252	1.0412	1.0705	0.75441	0.14013	0.616	0.78069	0	0	2.1601	0.61518	1.0159	0.26265	2.6031	0.55106	0.57059	0.05608	1.1965	0.051225	0.33898	2.8222	0.62413	1.0355	1.5289	0	0.0608	2.7331	1.984	0.14049	1.6647	0.50754	0.57016	2.9161	1.9302	0.83689	0.18076	0.69033	2.8596	0.50596	0.0027626	0.13535	0.93814	1.0107	1.1232	1.5791	0.68655	1.665	0.86981
2.1977	0.35189	0.31489	1.763	1.1379	1.7484	0.72707	0.38951	0.25608	1.5169	0.045045	1.3478	0.96582	1.3425	1.6998	0.61129	0.17155	0	0.40659	3.4136	0.091932	1.4927	2.5054	0.11091	0	1.1901	0.38455	0.23576	2.4747	1.3842	2.3744	0.56467	0.26703	0.4507	1.6235	1.6504	2.2959	0.86562	0.44936	0.07193	2.4712	1.5901	0.4077	2.6711	0.61669	0.48455	2.0467	0.33301	0.84818	0.29623	1.7003	0.69293	0.99659	0.44607	2.3382	0.11578	0.087293	2.417	0.26274	0.1479	1.4434	1.8046	0.060703	3.6722	0.54758	1.8804	1.2713	0.38233	0.91818	0.82971	0.3142	2.1551	3.1625	0	1.4389	2.798	0.014675	2.4917	0.43889	0.28388	0.45626	1.6001	0	1.6478	0.57402	0.082873	1.2341	2.8038	1.9146	0.4516	0.64752	0.046567	0.17878	0	0.9495	2.0552	0.53345	0.26473	0.67281	0.18499	0.4498	0	0.22102	1.0967	0.80339	0.76152	0.29547	0.11755	0.22529	2.0205	0.032053	1.6089	1.6307	0.74767	0.44983	0.60457	0.36848	2.1413	0.21459	0.81874	0.43168	1.7659	0.23621	0.077425	2.0173	0.47898	2.3961	0.99319	0.82523	0.57661	1.3078	3.1553	0	0	0	0	0	0	1.3405	1.6388	0.13784	0.032129	0.038697	1.3874	1.1738	1.7116	0.3454	0.8632	2.3876	0.27781	0.24382	0.22755	0.49177	0.50556	1.6102	0.19333	0.44425	2.5145	0.63493	0.18781	1.7515	1.1599	2.0639	0.82422	0.18064	0.26968	1.6496	2.1122	1.3585	1.1247	0.42743	0.24824	0.85995	1.0335	1.5098	0.18808	1.8147	2.3604	0.96555	0.11404	1.0674	0.61363	0.0028628	0.69549	0.73299	0.11435	1.4745	1.065	1.6191	0.61569	0.48158	0.1837	0.33451	0	1.2889	0.82541	0.40345	0.3485	0.72041	0.98786
1.2373	0.39847	0.36899	0.59402	1.3317	0.21363	0.30752	0.23445	0.8335	0.94016	0.73608	2.6382	1.8179	1.3492	1.8	0.62312	2.3375	1.3147	1.0212	2.3852	0.11578	0.0344	1.1212	0.86335	1.0088	2.2958	0.84281	0.051892	0	0.73343	2.1559	1.9118	1.7074	0.52631	0.31047	0.23535	2.0986	1.2704	1.6593	0.48332	0.26929	0.06462	0.24475	1.4157	0.43676	1.5315	0.04474	3.3418	0.76455	1.4088	0.38564	1.154	0.87643	0.94963	0	1.5876	2.3198	0.8786	0.18655	0	1.7702	1.2249	0.24914	1.5734	1.9747	1.7301	2.176	2.116	0.63151	0.42819	0.036102	0.19971	0.37692	0.2188	2.6799	0.66399	3.338	1.3109	1.4143	1.0603	0.6643	1.2853	2.5169	0.78999	0.29276	0.2204	2.564	0.10869	1.3141	0.8274	0.92909	0.01853	0.28843	0.57955	0.16769	0.96327	1.7761	1.0632	1.0241	1.3379	0.34183	0.61706	1.8645	1.7675	0.59317	1.1915	1.9457	1.8567	2.4511	0.26031	1.2063	2.3338	1.0422	0.025936	0.16474	1.1645	0.73823	0.41193	2.5927	0	0.22802	0.5899	0.61374	1.7473	0.57945	2.7426	3.0889	0.66626	3.4557	3.3136	0	1.9712	0	0	0	0	0	0	0.9502	1.3745	1.9726	2.2436	0.67514	1.3594	2.5562	0.60504	1.0578	1.0643	1.4252	0.53611	0.08949	0.015331	0.61023	1.2708	0.78488	2.2661	0.40366	0.56001	2.4596	0.056682	0	0.51072	0.062555	0.49	2.972	2.7076	0.061379	0.69089	1.9458	2.8142	1.5636	0.18267	3.1088	0.89592	0.45797	0.68279	0.26783	0.39531	0.081743	2.0285	0.31549	0.41082	0.454	1.09	0.84933	0.48217	0.48288	0.57516	0.039919	0.54221	2.113	0.50529	2.6877	2.0945	1.7145	2.3759	0.00074824	0.17173	3.486	0.772
2.0044	1.1941	0.28423	1.0272	1.0845	0.44638	0.52074	0.10087	1.7079	1.1727	3.1009	1.4397	0.24702	0.47958	2.4305	0.5088	1.4955	0	1.2352	1.2654	0.07989	1.8949	1.9999	0.32661	0.093699	2.1397	0.034245	2.4947	2.4491	2.1856	1.5254	1.1088	0.12489	0.49879	0.11963	1.1018	0.029706	1.4701	0.060722	0.29489	0.69629	0.32477	0.39523	0.63477	0.23803	0.51762	1.4913	0.54598	0.96129	1.2726	1.7043	0.43245	0.039379	0.41926	1.0119	0.093363	2.335	1.1715	0.77798	2.3748	1.273	1.2878	0.022265	0.93107	1.1833	1.2024	0.43393	0	0.19482	1.8812	0.8653	0.87691	0.12398	2.1801	0.28069	0.19077	1.0794	1.4972	0.47665	1.0961	0.63631	0.37121	0.56165	1.4631	0.97322	0.035672	0.43887	1.6567	0.65878	0.22209	0.71231	1.9919	1.2349	2.9669	1.1653	0.91634	0.18618	0.19331	0.54823	0.012903	1.2437	1.6906	1.951	1.2281	1.1732	0.04079	0.50672	1.9594	0.25158	0.42268	0.16169	1.9488	0.94343	0.056646	0.15063	0.14796	2.2227	0.53845	0.86399	0.56868	1.8181	1.4706	1.463	1.4474	0.45931	0.64401	0.27819	0.90625	0.81871	0.84147	0.50203	1.0917	0	0	0	0	0	0	1.2281	0.47455	1.9502	1.98	0.18879	0.34528	0.78367	0.34274	1.5526	2.28	0.95984	3.2044	0.59626	1.3201	1.4372	0.39546	1.2956	1.5113	1.672	1.3501	0.1643	0.65788	1.4487	0.17594	1.8663	1.1173	2.1165	1.6692	2.6189	1.3321	0.86253	2.1199	1.3577	0.050447	0.25442	0.2856	0.76865	1.4982	0.3284	0.93178	1.2068	1.3557	2.7632	1.2827	1.3101	0.47214	0.049776	0.56712	1.9844	1.0591	0.28764	0.23659	1.0976	0.80119	1.3214	2.4164	0.14983	0.75079	1.8908	0.17707	0.55234	1.1223
0.090528	1.9763	2.303	2.9032	1.0289	0.69648	1.5265	1.0831	0.62373	1.1418	1.0724	0.049759	0.25704	0.17719	2.1884	1.1546	1.0846	0.32782	1.5313	2.3125	0.47266	0.37869	1.4111	0.6174	2.0974	0.70438	0.42358	1.6102	1.1108	2.8765	1.8764	2.2737	1.7634	0.080975	1.7444	1.1435	1.1536	0.046166	0.81118	0.17671	1.5827	0.55927	0.98657	1.0057	0.34014	0.62511	1.9589	0.33188	1.6144	0.68755	0	0.30186	0.38243	0.030221	0.53143	0.10794	0.47371	1.4238	0.31632	0.61153	3.4992	0.4464	0.89213	0.64212	0.13807	0.6987	0.53897	0.84292	1.9465	0.74372	0.50361	0.85298	0.42732	0.022065	0	0.71002	1.9876	0.83738	0.3794	1.523	0.73319	0.96605	0.074569	1.3067	2.2939	1.2644	1.2242	0.89208	1.4619	1.1925	0.88229	0.027656	0.81608	1.6405	1.3772	1.3314	0.29402	1.9354	0.69881	1.4376	1.3022	0.99704	2.2811	1.5962	0.52786	1.1521	0.99354	2.402	0.92092	0.74555	0.017871	1.268	1.237	1.0759	0.24443	0.50957	0.7131	0.7917	2.1959	1.3945	0.88388	1.014	1.7166	2.2015	1.6904	1.1053	0.48745	0.87618	0.32794	1.7192	0.4036	0.09221	0	0	0	0	0	0	0.85409	0.421	0.0060943	1.114	0	1.5332	1.7093	1.1988	0.82559	0.42525	0	1.0444	0.98908	0.63588	2.0217	0.2333	0.45371	1.7879	0.50552	1.5145	0.15633	1.056	0.50294	2.8874	0.13966	0.33554	0.83302	0.12568	0.46799	1.6484	0.09068	0.58058	0.55233	0.19838	0.4651	0.93115	0	0.89359	0.027067	0.79832	0.98676	1.4929	1.7096	1.0199	1.0733	0.74604	1.2542	0.63352	0.17601	1.0546	0.15843	1.1628	0.99688	1.4833	2.0705	0.39098	0.90962	1.864	2.6857	0.43986	1.6191	1.1734
2.8951	1.7281	1.311	2.6358	1.7801	0.46104	0.8286	2.2072	1.3164	1.4745	0.32521	0.082781	0.33959	0.15309	0.81031	0.87724	1.6537	0	0.62634	0.97474	1.2655	0.87218	1.2605	1.4239	0.42522	1.0747	1.8494	1.9881	0.6899	0.63495	0.25289	0.7363	1.23	0.65491	1.4689	2.539	0.15602	0.18328	0.54713	0.87374	0.39983	0.43999	0.75055	0.21303	1.3728	1.5468	0.17019	2.0445	1.8288	3.3491	0.94568	2.0569	2.1467	2.3658	0.041243	0.65143	0.49703	0.04732	0.63146	0.16349	0.43825	2.3785	2.1368	0.016597	0.043726	0.89449	1.1096	0.1476	0.87757	0.75152	0.84915	0.19184	0.81394	1.8254	0	0.99756	1.9358	0.11751	0.68743	1.1005	0.22713	1.5491	0.19235	0.16085	1.3348	1.1898	0.39967	0.017311	0.36149	0.40983	0.15165	0.36463	1.3958	0.24289	1.6902	0.040654	0.054281	0.52741	0	1.1034	1.9527	1.3798	1.6109	1.4435	0.34423	1.3016	2.934	0.63705	2.1978	0.71717	2.2476	0.90065	0.76299	2.355	0.73807	0.39123	0.32808	1.0979	0.77324	0.26373	2.5094	0.17308	2.3982	2.2985	0.64441	0.92687	0.86189	1.0747	0.099208	0.39719	0.066244	0.30062	0	0	0	0	0	0	0.31158	0.53532	1.268	0.70148	0.5972	2.5319	0.68268	2.9502	2.0023	1.0761	0.99067	0.25533	0.99926	0.36923	2.4328	0.18158	0.1805	0.44043	1.9176	0.5091	0.31084	1.5278	2.5485	0.56173	1.7728	0.53163	1.2881	0.19829	1.6616	0.036944	0.6229	1.1755	1.4197	0.92933	0.32281	0.84694	0.53887	0.82802	0.12764	1.674	2.8664	1.25	0.36121	0.011012	0.26758	0.7107	1.5123	0.097058	0.14979	0.54391	0	0.32741	0.10934	1.0071	1.0828	0.037783	0.88435	1.0709	0.56084	0.96793	0.39362	1.455
